index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director,userId
3506,0,Crime Mystery Thriller,,35689,independent film,en,Don McKay,1.496454,24-04-2009,0,87,Released,Some secrets are better left buried.,Don McKay,5.4,21,Thomas Haden Church Elisabeth Shue Melissa Leo M. Emmet Walsh Keith David,Jake Goldberger,12
3507,12000000,Crime Drama Thriller,http://www.magpictures.com/deadfall/,97614,partner murder on the run fugitive crime,en,Deadfall,10.19041,08-11-2012,66351,95,Released,Twisty thriller... a wild ride.,Deadfall,5.6,224,Eric Bana Olivia Wilde Charlie Hunnam Patrick Kerton Kris Kristofferson,Stefan Ruzowitzky,42
3508,6000000,Drama Family,,37206,orphan rainbow,en,A Shine of Rainbows,12.099486,01-10-2009,0,101,Released,An abandoned child brings the colors of love into their lives.,A Shine of Rainbows,6.3,14,Connie Nielsen Aidan Quinn John Bell Tara Alice Scully Niamh Shaw,Vic Sarin,40
3509,6000000,Action Thriller,,58626,,en,The Hit List,4.957014,02-04-2011,0,90,Released,Who's on your list?,The Hit List,5.2,73,Cuba Gooding Jr. Cole Hauser Jonathan LaPaglia Ginny Weirick Sean Cook,William Kaufman,1
3510,0,Romance Comedy Drama,,183894,,en,Emma,2.135689,11-10-2009,0,240,Released,,Emma,7.6,38,Romola Garai Michael Gambon Jonny Lee Miller Louise Dylan Blake Ritson,Jim O'Hanlon,45
3511,5952000,Horror Mystery Science Fiction,,837,suicide tv show hallucination tv station radio presenter,en,Videodrome,18.119265,04-02-1983,2120439,87,Released,First it controls your mind. Then it destroys your body.,Videodrome,7.1,454,James Woods Sonja Smits Deborah Harry Peter Dvorsky Jack Creley,David Cronenberg,42
3512,5300000,Drama Comedy Romance,,1555,paris barcelona spain alcohol roommate single,fr,L'Auberge espagnole,13.034602,17-05-2002,3897799,122,Released,"They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.",The Spanish Apartment,7,266,Romain Duris Audrey Tautou Kelly Reilly C\u00e9cile de France Cristina Brondo,C\u00e9dric Klapisch,29
3513,6000000,Drama,http://songonemovie.tumblr.com/,244783,woman director,en,Song One,6.349218,20-01-2014,32251,86,Released,A moment can change everything.,Song One,5.5,87,Anne Hathaway Johnny Flynn Mary Steenburgen Ben Rosenfield Lola Kirke,Kate Barker-Froyland,46
3514,4000000,Drama History War,http://www.sonyclassics.com/winterinwartime/,16564,netherlands world war ii,nl,Oorlogswinter,5.013575,17-11-2008,530048,103,Released,"In 1945 Holland, a boy must choose between good and evil.",Winter in Wartime,6.8,66,Martijn Lakemeier Melody Klaver Yorick van Wageningen Jamie Campbell Bower Raymond Thiry,Martin Koolhoven,48
3515,0,Comedy,,168027,bomb squad ex-fugitive freaky,en,Freaky Deaky,4.448353,22-04-2012,0,90,Released,Crime is such a trippy thing,Freaky Deaky,4.9,18,Christian Slater Michael Jai White Crispin Glover Billy Burke Breanne Racano,Charles Matthau,27
3516,5800000,Action Drama Thriller War,,3482,paris france world war ii nazis hijacking of train,en,The Train,4.49029,21-09-1964,6800000,133,Released,"It carried their hopes, their nation's honour!",The Train,7.2,72,Burt Lancaster Paul Scofield Jeanne Moreau Suzanne Flon Michel Simon,John Frankenheimer,12
3517,0,Drama Thriller,http://www.tradeofinnocentsthemovie.com/,135595,,en,Trade Of Innocents,2.204138,27-09-2012,0,91,Released,Justice needs a hero,Trade Of Innocents,5.5,12,Dermot Mulroney Mira Sorvino John Billingsley Trieu Tran Ki\u1ec1u Chinh,Christopher Bessette,41
3518,6000000,Action Crime Drama Thriller,,8982,buddhism elephant sydney australia fighter,th,à¸•à¹‰à¸¡à¸¢à¸³à¸à¸¸à¹‰à¸‡,11.81832,11-08-2005,27165581,108,Released,Vengeance Knows No Mercy,The Protector,6.8,167,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Xing Jing Nathan Jones,Prachya Pinkaew,1
3519,0,Comedy,,89861,italy victorian england young woman,en,Stiff Upper Lips,0.356495,12-06-1998,0,99,Released,,Stiff Upper Lips,10,1,Georgina Cates Peter Ustinov Prunella Scales Samuel West Sean Pertwee,Gary Sinyor,30
3520,3500159,Comedy Drama Romance,http://www2.foxsearchlight.com/benditlikebeckham/,455,london england tradition indian lead culture clash immigration,en,Bend It Like Beckham,22.054546,11-04-2002,76578641,112,Released,"Sometimes, to follow your dreams... you've got to bend the rules!",Bend It Like Beckham,6.2,578,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen Khan,Gurinder Chadha,25
3521,0,Drama,,57022,independent film,en,Sunshine State,4.245123,21-06-2002,0,141,Released,Greetings from ...,Sunshine State,6,10,Alan King Angela Bassett Timothy Hutton Mary Steenburgen Clifton James,John Sayles,6
3522,5800000,Action Adventure Drama,http://www.sonypictures.com/movies/crossover/,14351,street gang black people sport high school sports,en,Crossover,3.201886,01-09-2006,7000000,95,Released,,Crossover,4.2,10,Anthony Mackie Marcello Thedford Allen Payne Wesley Jonathan Wayne Brady,Preston A. Whitmore II,41
3523,0,Action Comedy,,147767,,en,Khiladi 786,0.114342,07-12-2012,126,139,Released,,Khiladi 786,4.7,11,Akshay Kumar Asin Thottumkal Himesh Reshammiya Mithun Chakraborty Raj Babbar,Ashish R. Mohan,47
3524,5600000,Thriller Horror,http://www.rec2themovie.com/,10664,religion and supernatural blood sample occult swat team gas mask,es,[REC]Â²,22.341462,15-09-2009,18469680,85,Released,Fear Revisited,[REC]Â²,6.4,489,Manuela Velasco Ferran Terraza Claudia Silva Javier Botet Pablo Rosso,Jaume Balaguer\u00f3,40
3525,0,Comedy Music Family,http://standingovationmovie.com,55567,,en,Standing Ovation,0.305922,16-07-2010,531826,105,Released,Dance - Sing - Dream,Standing Ovation,3.9,6,Kayla Jackson Kayla Raparelli Sal Dupree Al Sapienza Alexis Biesiada,Stewart Raffill,43
3526,5500000,Comedy Crime Drama,,9277,chicago bet horse race repayment con man,en,The Sting,28.500913,25-12-1973,159616327,129,Released,...all it takes is a little confidence.,The Sting,7.9,622,Paul Newman Robert Redford Robert Shaw Charles Durning Ray Walston,George Roy Hill,13
3527,5500000,Drama History,,9443,underdog scotland jewry patriotism olympic games,en,Chariots of Fire,10.439971,15-05-1981,58972904,123,Released,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",Chariots of Fire,6.8,207,Ben Cross Ian Charleson Cheryl Campbell Alice Krige Nigel Havers,Hugh Hudson,22
3528,0,Comedy Drama Romance,,16186,,en,Diary of a Mad Black Woman,3.784535,25-02-2005,0,116,Released,Time heals the heart. Faith heals the rest.,Diary of a Mad Black Woman,6.4,71,Kimberly Elise Steve Harris Tyler Perry Shemar Moore Vickie Eng,Darren Grant,46
3529,0,Drama,,7863,letter jumping child prodigy pool pianist,en,Shine,10.396305,21-01-1996,0,105,Released,A true story of the mystery of music and the miracle of love,Shine,7.3,131,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Justin Braine Sonia Todd,Scott Hicks,12
3530,6000000,Romance Comedy Drama,,138697,pornography sex sex addiction male female relationship internet porn,en,Don Jon,33.296684,26-07-2013,0,90,Released,Everyone loves a happy ending.,Don Jon,5.9,1671,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza Glenne Headly,Joseph Gordon-Levitt,41
3531,5500000,Western,,11901,gunslinger desperation outlaw,en,High Plains Drifter,19.127239,19-04-1973,15700000,105,Released,Welcome to Hell,High Plains Drifter,7.4,278,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan Jack Ging,Clint Eastwood,32
3532,7000000,Comedy Drama,,1548,high school friends art class record collector plaster personal ad,en,Ghost World,14.072941,20-07-2001,0,111,Released,Accentuate the negative.,Ghost World,7.1,426,Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Bob Balaban,Terry Zwigoff,26
3533,0,Drama Romance,,11889,based on novel new love love of one's life retiree aging,en,Iris,2.714043,14-12-2001,0,91,Released,,Iris,6.2,47,Judi Dench Jim Broadbent Kate Winslet Hugh Bonneville Penelope Wilton,Richard Eyre,23
3534,5500000,Comedy Science Fiction,http://www.crownintlpictures.com/dgtitles.html,33155,android harley davidson cryogenics space travel love,en,Galaxina,2.141143,06-06-1980,4865000,95,Released,She's too good to be true...and too real to be otherwise.,Galaxina,3.3,16,Dorothy Stratten Stephen Macht Avery Schreiber Lionel Mark Smith J.D. Hinton,William Sachs,10
3535,0,Drama,http://www.pathedistribution.com/accueil/filmcatalogue.php?IDFilm=498,5528,penalty choir diary musical boy's choir,fr,Les Choristes,20.982455,17-03-2004,0,96,Released,,The Chorus,7.5,526,G\u00e9rard Jugnot Fran\u00e7ois Berl\u00e9and Kad Merad Jean-Paul Bonnaire Marie Bunel,Christophe Barratier,46
3536,4361898,Comedy Romance,http://mamboitaliano.ca/,321,gay father son relationship sex italo-american lovesickness,en,Mambo Italiano,2.080741,06-06-2003,3031801,92,Released,Things change. Family doesn't.,Mambo Italiano,5.6,28,Luke Kirby Ginette Reno Paul Sorvino Mary Walsh Peter Miller,\u00c9mile Gaudreault,13
3537,5000000,Crime Drama Mystery Thriller,,4997,robbery junkie investigation porno star murder,en,Wonderland,7.79068,23-10-2003,2466444,104,Released,"Sex, drugs, murder. Welcome to L.A.",Wonderland,6.2,73,Val Kilmer Dylan McDermott Kate Bosworth Josh Lucas Lisa Kudrow,James Cox,26
3538,6500000,Drama,,925,black people italo-american police brutality sun glasses culture clash,en,Do the Right Thing,15.580335,30-06-1989,37295445,120,Released,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,292,Danny Aiello Ossie Davis Ruby Dee Richard Edson Giancarlo Esposito,Spike Lee,22
3539,0,Drama,,27451,gambling sex college basketball mafia,en,Harvard Man,5.336243,01-01-2001,0,99,Released,"Passion, Seduction, Deception.",Harvard Man,4.8,15,Sarah Michelle Gellar Adrian Grenier Joey Lauren Adams Eric Stoltz Rebecca Gayheart,James Toback,25
3540,3850000,Drama Comedy,http://janusfilms.com/lehavre/,73532,poverty policeman shoe shiner northern france,fr,Le Havre,10.787322,17-05-2011,0,93,Released,,Le Havre,6.8,97,Andr\u00e9 Wilms Kati Outinen Blondin Miguel Elina Salo Evelyne Didi,Aki Kaurism\u00e4ki,34
3541,0,Drama Thriller Crime Mystery,,979,paris prostitute rape sex nudity,fr,IrrÃ©versible,32.476098,22-05-2002,792,97,Released,Time destroys everything.,Irreversible,7.1,538,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,Gaspar No\u00e9,26
3542,5500000,Comedy Drama,http://www.r-100.com/,193722,dominatrix bdsm,ja,R100,3.21392,05-10-2013,0,100,Released,M For Father,R100,5.4,31,Nao Omori Mao Daichi Shinobu Terajima Hairi Katagiri Eriko Sat\u00f4,Hitoshi Matsumoto,19
3543,2200000,Drama,,7913,new delhi india students' movement war of independence student celebration,hi,Rang De Basanti,5.206967,26-01-2006,11502151,157,Released,A Generation Awakens,Rang De Basanti,7.2,97,Aamir Khan Soha Ali Khan Alice Patten Sharman Joshi Kunal Kapoor,Rakeysh Omprakash Mehra,44
3544,0,Drama,,253253,,en,Animals,1.5846,15-05-2014,0,90,Released,,Animals,6.2,9,David Dastmalchian Kim Shaw John Heard John Hoogenakker Shon McGregory,Collin Schiffli,17
3545,8000000,Comedy Thriller Action Drama,http://www.ifcfilms.com/uncategorized/salvation-boulevard,51995,pastor church service spirituality religion,en,Salvation Boulevard,3.653305,15-07-2011,0,96,Released,Faith alone doesnâ€™t cut it anymore,Salvation Boulevard,5.6,28,Jennifer Connelly Marisa Tomei Pierce Brosnan Ed Harris Greg Kinnear,George Ratliff,14
3546,0,Comedy,,13173,independent film ventriloquist dummy multiple storylines sabbath brain scan,en,The Ten,3.865122,03-08-2007,0,96,Released,"If He'd meant the commandments literally, He'd have written them in stone.",The Ten,4.9,57,Paul Rudd Adam Brody Jon Hamm Winona Ryder Ken Marino,David Wain,47
3547,0,Drama Comedy Foreign,,22908,rejection friendship youth,en,A Room for Romeo Brass,1.391958,23-08-1999,0,90,Released,,A Room for Romeo Brass,7.3,18,Paddy Considine Andrew Shim Frank Harper Vicky McClure Johann Myers,Shane Meadows,14
3548,0,Thriller Crime,,70670,death of lover art thief art gallery police investigation,en,Hodejegerne,20.821846,04-08-2011,15699707,100,Released,The hunt is on.,Headhunters,7.1,399,Aksel Hennie Nikolaj Coster-Waldau Synn\u00f8ve Macody Lund Julie R. \u00d8lgaard Eivind Sander,Morten Tyldum,15
3549,0,Science Fiction Comedy Thriller Horror,http://grabbers.ie/,84204,monster ireland drunk beheaded,en,Grabbers,9.451228,10-08-2012,0,94,Released,"For the locals on Erin Island, it's last orders.",Grabbers,6,140,Richard Coyle Ruth Bradley Russell Tovey Bronagh Gallagher David Pearse,Jon Wright,8
3550,0,Comedy Drama,,25248,sport independent film,en,Saint Ralph,1.688495,11-09-2004,0,95,Released,He's hoping for a miracle. He doesn't have a prayer.,Saint Ralph,7.3,24,Adam Butcher Campbell Scott Michael Kanev Gordon Pinsent Tamara Hope,Michael McGowan,48
3551,5500000,Drama,,230266,love triangle love irish valet woman director,en,Miss Julie,5.033065,07-09-2014,5000000,120,Released,Love is a foolish game,Miss Julie,5.9,45,Jessica Chastain Colin Farrell Samantha Morton Nora McMenamy,Liv Ullmann,29
3552,5100000,Science Fiction Drama Fantasy Romance,,16633,time travel playwright 1910s,en,Somewhere in Time,5.934016,02-10-1980,0,103,Released,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,Somewhere in Time,7.2,102,Christopher Reeve Jane Seymour Christopher Plummer Teresa Wright Bill Erwin,Jeannot Szwarc,1
3553,0,Drama Action Crime Foreign,http://www.dummaarodum.com/,63006,goa drug bust rave party,hi,Dum Maaro Dum,0.075817,22-04-2011,0,130,Released,Goa. Paradise on Earth. But every Paradise has a few snakes.,Dum Maaro Dum,5.4,7,Abhishek Bachchan Bipasha Basu Deepika Padukone Rana Daggubati Prateik Babbar,Rohan Sippy,29
3554,5000000,Horror Thriller,http://www.insidiousch2.com/,91586,haunted house possession demon family ghost,en,Insidious: Chapter 2,48.375848,12-09-2013,0,106,Released,It will take what you love most.,Insidious: Chapter 2,6.5,1211,Patrick Wilson Rose Byrne Ty Simpkins Lin Shaye Barbara Hershey,James Wan,2
3555,4000000,Horror,,215,riddle serial killer,en,Saw II,42.187986,28-10-2005,152925093,92,Released,Oh Yes... There Will Be Blood.,Saw II,6.3,1251,Tobin Bell Shawnee Smith Donnie Wahlberg Franky G Glenn Plummer,Darren Lynn Bousman,13
3556,15000000,Thriller Science Fiction Drama,http://www.10cloverfieldlane.com/,333371,kidnapping bunker paranoia basement survivalist,en,10 Cloverfield Lane,53.698683,10-03-2016,108286421,103,Released,Monsters come in many forms.,10 Cloverfield Lane,6.8,2468,Mary Elizabeth Winstead John Goodman John Gallagher Jr. Bradley Cooper Douglas M. Griffin,Dan Trachtenberg,14
3557,5000000,Documentary Comedy,,9012,disgust pain stunts music video stuntman,en,Jackass: The Movie,14.752587,21-10-2002,64282312,87,Released,Do not attempt this at home.,Jackass: The Movie,6.1,345,Johnny Knoxville Bam Margera Steve-O Chris Pontius Dave England,Jeff Tremaine,39
3558,4900000,Horror Thriller,http://www.lightsoutmovie.com/,345911,suicide darkness basement based on short story fear of the dark,en,Lights Out,48.170508,21-07-2016,44107032,81,Released,,Lights Out,6.3,1129,Teresa Palmer Maria Bello Gabriel Bateman Alexander DiPersia Alicia Vela-Bailey,David F. Sandberg,8
3559,5000000,Horror,http://www.paranormalmovie.com/,72571,witch sister sister relationship sequel prequel haunting,en,Paranormal Activity 3,29.15813,19-10-2011,205703818,83,Released,It Runs In The Family,Paranormal Activity 3,5.9,669,Katie Featherston Sprague Grayden Lauren Bittner Christopher Nicholas Smith Chloe Csengery,Henry Joost,25
3560,5000000,Horror,,242512,death of a friend swimming pool ouija ouija board teenager,en,Ouija,56.30466,24-10-2014,103590271,89,Released,Keep telling yourself it's just a game,Ouija,4.9,983,Olivia Cooke Ana Coto Daren Kagasoff Bianca A. Santos Douglas Smith,Stiles White,3
3561,5000000,Horror Thriller,,10072,group therapy nightmare hypnosis trapped alcoholic,en,A Nightmare on Elm Street 3: Dream Warriors,17.304055,27-02-1987,44793222,96,Released,"If you think you're ready for Freddy, think again!",A Nightmare on Elm Street 3: Dream Warriors,6.5,354,Robert Englund Patricia Arquette Heather Langenkamp John Saxon Craig Wasson,Chuck Russell,24
3562,5500000,Comedy Drama,,211954,bachelor vespa,es,No se Aceptan Devoluciones,9.59729,20-07-2013,99067206,115,Released,Life doesn't care if you're ready.,Instructions Not Included,7.5,205,Loreto Peralta Eugenio Derbez Jessica Lindsey Daniel Raymont Hugo Stiglitz,Eugenio Derbez,10
3563,5000000,Horror,,82990,garage poltergeist webcam imaginary friend bathtub,en,Paranormal Activity 4,20.326337,17-10-2012,142817992,95,Released,It's closer than you think,Paranormal Activity 4,5.2,563,Katie Featherston Kathryn Newton Matt Shively Aiden Lovekamp Brady Allen,Henry Joost,12
3564,4100000,Drama,,29912,crucifixion ancient rome,en,The Robe,4.028875,16-09-1953,36000000,135,Released,The first motion picture in CinemaScope--the modern miracle you see without glasses!,The Robe,6.4,42,Richard Burton Jean Simmons Victor Mature Jay Robinson Richard Boone,Henry Koster,2
3565,5000000,Comedy,,11843,robbery diamant c\u00f4te d'azur inspector panther,en,The Return of the Pink Panther,6.470766,21-05-1975,41833347,113,Released,,The Return of the Pink Panther,6.7,137,Peter Sellers Christopher Plummer Herbert Lom Catherine Schell Peter Arne,Blake Edwards,9
3566,11000000,Horror Thriller Comedy,,11284,amnesia nightmare alternate dimension psychologist memory loss,en,Freddy's Dead: The Final Nightmare,16.856231,05-09-1991,34872033,89,Released,They saved the best for last.,Freddy's Dead: The Final Nightmare,5.1,272,Robert Englund Lisa Zane Shon Greenblatt Lezlie Deane Ricky Dean Logan,Rachel Talalay,12
3567,8000000,Crime Drama,,504,female nudity prostitute rape sexual abuse desperation,en,Monster,19.683187,16-11-2003,60378584,110,Released,The first female serial killer of America,Monster,7,485,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley,Patty Jenkins,35
3568,5000000,Adventure Drama Science Fiction,,173,diving ocean submarine jules verne captain,en,"20,000 Leagues Under the Sea",9.358197,23-12-1954,28200000,127,Released,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",6.8,157,Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke,Richard Fleischer,25
3569,5000000,Horror Thriller,,227348,supernatural demon found footage,en,Paranormal Activity: The Marked Ones,19.984477,01-01-2014,86362372,84,Released,You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449,Andrew Jacobs Richard Cabral Carlos Pratts Eddie J. Fernandez Jorge Diaz,Christopher B. Landon,45
3570,5000000,Drama History,,1955,exploitation biography hospital curiosity sideshow,en,The Elephant Man,30.271066,02-10-1980,26010864,124,Released,I am not an animal! I am a human being! I... am... a man!,The Elephant Man,7.9,719,Anthony Hopkins John Hurt Anne Bancroft John Gielgud Wendy Hiller,David Lynch,15
3571,5000000,Drama History,,152532,women aids biography based on true story hiv,en,Dallas Buyers Club,59.454473,07-09-2013,55198285,117,Released,Sometimes it takes a hustler to change the world,Dallas Buyers Club,7.9,2886,Matthew McConaughey Jennifer Garner Jared Leto Denis O'Hare Steve Zahn,Jean-Marc Vall\u00e9e,36
3572,3300000,Thriller Horror,https://www.facebook.com/thelazaruseffect,243940,terror experiment afterlife paranormal violence,en,The Lazarus Effect,20.304235,29-01-2015,64110728,83,Released,Evil will rise.,The Lazarus Effect,5.1,505,Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger,David Gelb,50
3573,9000000,Mystery Thriller,http://www.otnemem.com/,77,individual insulin tattoo waitress amnesia,en,Memento,60.715151,11-10-2000,39723096,113,Released,Some memories are best forgotten.,Memento,8.1,4028,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior Stephen Tobolowsky,Christopher Nolan,26
3574,5000000,Horror,,157547,hallucination supernatural mirror skepticism ghost,en,Oculus,35.871248,08-09-2013,44030246,104,Released,You see what it wants you to see,Oculus,6.3,1050,Karen Gillan Brenton Thwaites Katee Sackhoff James Lafferty Rory Cochrane,Mike Flanagan,8
3575,5000000,Comedy,,2295,independent film aftercreditsstinger duringcreditsstinger,en,Clerks II,18.077963,25-05-2006,26888376,97,Released,With No Power Comes No Responsibility,Clerks II,6.9,398,Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smith Rosario Dawson,Kevin Smith,44
3576,5000000,Drama Comedy Music,,71,workers' quarter dancing class strike northern england scholarship,en,Billy Elliot,20.428237,18-05-2000,110000000,110,Released,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,7.4,750,Jamie Bell Julie Walters Jean Heywood Jamie Draven Gary Lewis,Stephen Daldry,26
3577,4600000,Comedy Drama,,147773,shyness beach bicycle conversation friendship,en,The Way Way Back,32.14444,06-06-2013,23198652,103,Released,We've all been there.,The Way Way Back,7.1,688,Liam James Steve Carell Toni Collette AnnaSophia Robb Sam Rockwell,Nat Faxon,11
3578,0,Comedy,,16096,,en,House Party 2,3.673566,23-10-1991,0,94,Released,,House Party 2,4.7,21,Martin Lawrence Christopher Martin Christopher Reid Paul Anthony Tisha Campbell-Martin,Doug McHenry,10
3579,3500000,Family Drama Action Western Romance,,24266,regret river horse ranch australia,en,The Man from Snowy River,3.656491,02-03-1982,20659423,104,Released,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,The Man from Snowy River,6.8,37,Tom Burlinson Terence Donovan Kirk Douglas Tommy Dysart Bruce Kerr,George T. Miller,36
3580,0,Animation Family Comedy,,16508,journalism dance daydream friendship pollution,en,Doug's 1st Movie,1.88484,26-03-1999,0,77,Released,You'll Dig Doug!,Doug's 1st Movie,5.4,22,Thomas McHugh Fred Newman Chris Phillips Constance Shulman,Maurice Joyce,11
3581,5000000,Drama,,2895,christianity coma jealousy radio station texas,en,The Apostle,4.227807,09-10-1997,0,134,Released,The hardest soul to save was his own.,The Apostle,6.1,38,Robert Duvall Billy Bob Thornton June Carter Cash Farrah Fawcett Miranda Richardson,Robert Duvall,34
3582,0,Drama,,15660,ax biography sociopath lawyer mansion,en,Mommie Dearest,3.102862,18-09-1981,0,129,Released,The meanest mother of them all,Mommie Dearest,6.5,54,Faye Dunaway Diana Scarwid Steve Forrest Howard Da Silva Mara Hobel,Frank Perry,34
3583,10000000,Comedy Drama,http://www.ouridiotbrother.com/,59968,brother sister relationship sister sister relationship family clan idealist duringcreditsstinger,en,Our Idiot Brother,15.688439,26-08-2011,17273593,90,Released,Everybody has one,Our Idiot Brother,5.9,365,Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott,Jesse Peretz,16
3584,5000000,Action Drama,,323677,olympic games biography sport historical figure nazi germany,en,Race,22.9951,19-02-2016,24804129,134,Released,The incredible true story of gold medal champion Jesse Owens,Race,7.1,478,Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew,Stephen Hopkins,43
3585,0,Drama,,19848,strip club stripper dominatrix cat fight,en,The Players Club,5.769822,08-04-1998,0,104,Released,"Here, we get down and dirty.",The Players Club,6.4,14,LisaRaye McCoy Dick Anthony Williams Judyann Elder Chrystale Wilson Adele Givens,Ice Cube,13
3586,5000000,Horror Thriller,http://www.asabovesobelowmovie.com/,256274,paris treasure catacombs scientist singing in a car,en,"As Above, So Below",26.510558,14-08-2014,40100000,93,Released,The only way out is down.,"As Above, So Below",6.1,766,Perdita Weeks Ben Feldman Edwin Hodge Fran\u00e7ois Civil Marion Lambert,John Erick Dowdle,48
3587,0,Drama Thriller,,235271,infidelity obsession lie sin interracial relationship,en,Addicted,7.544515,10-10-2014,0,105,Released,Every Woman Needs an Escape,Addicted,5.4,63,Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines,Bille Woodruff,4
3588,0,Drama,,45153,sister sister relationship menstruation superstition independent film curse,en,Eve's Bayou,1.126941,07-09-1997,0,109,Released,The secrets that hold us together can also tear us apart.,Eve's Bayou,6.1,27,Jurnee Smollett Meagan Good Lynn Whitfield Samuel L. Jackson Debbi Morgan,Kasi Lemmons,42
3589,5000000,Drama,,284293,mother professor illness,en,Still Alice,35.307577,05-12-2014,43884652,99,Released,,Still Alice,7.5,1104,Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae,Richard Glatzer,3
3590,5000000,History Drama,,24973,egypt,en,The Egyptian,4.079111,25-08-1954,15000000,139,Released,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!",The Egyptian,6,11,Jean Simmons Victor Mature Gene Tierney Peter Ustinov Edmund Purdom,Michael Curtiz,1
3591,5000000,Action Crime Thriller,,21610,,en,Nighthawks,7.058868,17-03-1981,19905359,99,Released,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,Nighthawks,6.4,86,Sylvester Stallone Rutger Hauer Billy Dee Williams Lindsay Wagner Persis Khambatta,Bruce Malmuth,41
3592,5000000,Horror Thriller,,10283,new york boat mask psychopath high school,en,Friday the 13th Part VIII: Jason Takes Manhattan,12.904615,28-07-1989,14000000,100,Released,The Big Apple's in BIG trouble!,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191,Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman,Rob Hedden,6
3593,5000000,Comedy Drama Romance,,8346,usa parents kids relationship greece culture clash midlife crisis,en,My Big Fat Greek Wedding,18.115566,22-02-2002,368744044,95,Released,Love is here to stay... so is her family.,My Big Fat Greek Wedding,6.2,671,Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin,Joel Zwick,31
3594,5000000,Drama Crime,http://www.springbreakersmovie.com/,122081,female nudity sex florida drug dealer nudity,en,Spring Breakers,62.554173,24-01-2013,31724284,94,Released,A little sun can bring out your dark side.,Spring Breakers,5,1551,James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine,Harmony Korine,38
3595,5000000,Horror Thriller,,10987,mass murder nudity halloween attempt to escape cult,en,Halloween: The Curse of Michael Myers,9.483717,29-09-1995,15116634,88,Released,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,Halloween: The Curse of Michael Myers,5,170,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby,Joe Chappelle,25
3596,5000000,Drama Romance,,1391,mexico sex beach group sex male friendship,es,Y tu mamÃ¡ tambiÃ©n,16.890285,08-06-2001,33616692,106,Released,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,Y Tu MamÃ¡ TambiÃ©n,7.3,315,Gael Garc\u00eda Bernal Diego Luna Maribel Verd\u00fa Ana L\u00f3pez Mercado Diana Bracho,Alfonso Cuar\u00f3n,30
3597,4000000,Horror Comedy,,747,record collection flower cheese pub surrey,en,Shaun of the Dead,49.12486,09-04-2004,30039392,99,Released,A romantic comedy. With zombies.,Shaun of the Dead,7.5,2420,Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran,Edgar Wright,19
3598,0,Drama Horror,http://www.mylifetime.com/movies/the-haunting-of-molly-hartley,14745,,en,The Haunting of Molly Hartley,8.309894,31-10-2008,0,82,Released,Her past is yet to come.,The Haunting of Molly Hartley,4.3,48,Haley Bennett Jake Weber Chace Crawford Shannon Woodward Shanna Collins,Mickey Liddell,35
