index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director,userId
249,110000000,Adventure Science Fiction Thriller,http://www.thedivergentseries.movie/#insurgent,262500,based on novel revolution dystopia sequel dystopic future,en,Insurgent,103.718387,18-03-2015,295238201,119,Released,One Choice Can Destroy You,Insurgent,6.2,3829,Shailene Woodley Theo James Kate Winslet Ansel Elgort Miles Teller,Robert Schwentke,35
250,116000000,Drama,,2567,ladykiller pilot biography womanizer aviation,en,The Aviator,45.616098,17-12-2004,102000000,170,Released,"For some men, the sky was the limit. For him, it was just the beginning.",The Aviator,7,1489,Leonardo DiCaprio Cate Blanchett Kate Beckinsale John C. Reilly Alec Baldwin,Martin Scorsese,38
251,112000000,Comedy,,38745,journalist forbidden love princess royal court 3d,en,Gulliver's Travels,22.845143,25-12-2010,237382724,85,Released,Something big is going down.,Gulliver's Travels,4.9,621,Jack Black Amanda Peet Emily Blunt Jason Segel Chris O'Dowd,Rob Letterman,20
252,120000000,Action Crime Comedy,http://www.sonypictures.com/movies/thegreenhornet/,40805,bomb martial arts assassin vandalism nightclub,en,The Green Hornet,31.703608,12-01-2011,227817248,119,Released,Breaking the Law to Protect It.,The Green Hornet,5.5,1251,Seth Rogen Jay Chou Christoph Waltz Cameron Diaz Edward Furlong,Michel Gondry,25
253,110000000,Action War,http://www.300themovie.com/,53182,based on graphic novel ancient greece duringcreditsstinger sea battle hand to hand combat,en,300: Rise of an Empire,71.510596,05-03-2014,337580051,102,Released,Seize your glory!,300: Rise of an Empire,6.1,2397,Sullivan Stapleton Eva Green Lena Headey Callan Mulvey David Wenham,Noam Murro,41
254,110000000,Animation Family Adventure Comedy Fantasy,http://www.smurfhappens.com/,41513,moon magic based on comic book animation good vs evil,en,The Smurfs,36.65422,29-07-2011,563749323,103,Released,Smurf Happens.,The Smurfs,5.5,1179,Hank Azaria Neil Patrick Harris Jayma Mays Sof\u00eda Vergara Tim Gunn,Raja Gosnell,14
255,110000000,Animation Family,http://movies.disney.com/home-on-the-range,13700,farm cow animal,en,Home on the Range,19.625972,02-04-2004,103951461,76,Released,Bust a Moo,Home on the Range,5.7,389,Roseanne Barr Judi Dench Jennifer Tilly Steve Buscemi G. W. Bailey,Will Finn,21
256,110000000,Adventure Science Fiction,http://www.thedivergentseries.movie/#allegiant,262504,based on novel revolution dystopia sequel dystopic future,en,Allegiant,86.105615,09-03-2016,179246868,121,Released,Break the boundaries of your world,Allegiant,5.9,1998,Shailene Woodley Theo James Zo\u00eb Kravitz Miles Teller Naomi Watts,Robert Schwentke,18
257,110000000,Action Science Fiction Drama,http://www.steelgetsreal.com/,39254,father son relationship fight sport robot prizefighting,en,Real Steel,37.195046,28-09-2011,299268508,127,Released,"If you get one shot, make it real.",Real Steel,6.6,2692,Hugh Jackman Dakota Goyo Evangeline Lilly Anthony Mackie Kevin Durand,Shawn Levy,49
258,105000000,Fantasy Family Comedy Animation,http://smurfhappens.com,77931,based on cartoon animation smurf,en,The Smurfs 2,32.473628,30-07-2013,347434178,105,Released,Get ready to get naughty!,The Smurfs 2,5.5,695,Hank Azaria Neil Patrick Harris Brendan Gleeson Jayma Mays Jonathan Winters,Raja Gosnell,14
259,160000000,Action Adventure Thriller,,1639,boat cruise computer disaster diamond,en,Speed 2: Cruise Control,23.336875,13-06-1997,164508066,121,Released,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,4.1,434,Sandra Bullock Jason Patric Willem Dafoe Temuera Morrison Mike Hagerty,Jan de Bont,4
260,110000000,Science Fiction Action Adventure,http://www.if-sentinel.com/,80274,based on novel intolerance chosen one child prodigy futuristic,en,Ender's Game,45.94834,23-10-2013,125537191,114,Released,This is not a game.,Ender's Game,6.6,2303,Asa Butterfield Harrison Ford Hailee Steinfeld Abigail Breslin Ben Kingsley,Gavin Hood,18
261,110000000,Action Thriller,,1571,usa washington d.c. helicopter hostage fbi,en,Live Free or Die Hard,48.93337,20-06-2007,383531464,128,Released,The old school cop is back!,Live Free or Die Hard,6.4,2089,Bruce Willis Justin Long Timothy Olyphant Cliff Curtis Maggie Q,Len Wiseman,2
262,93000000,Adventure Fantasy Action,http://www.lordoftherings.net/,120,elves dwarves orcs middle-earth (tolkien) hobbit,en,The Lord of the Rings: The Fellowship of the Ring,138.049577,18-12-2001,871368364,178,Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8,8705,Elijah Wood Ian McKellen Cate Blanchett Orlando Bloom Sean Bean,Peter Jackson,13
263,110000000,Action Adventure Comedy,,10204,paris london england new york jules verne san francisco,en,Around the World in 80 Days,22.643776,16-06-2004,72178895,120,Released,Let your imagination soar.,Around the World in 80 Days,5.7,672,Jackie Chan Steve Coogan C\u00e9cile de France Robert Fyfe Jim Broadbent,Frank Coraci,28
264,107000000,Drama,,8489,usa transporter boxer biography muhammad,en,Ali,18.866672,11-12-2001,87713825,157,Released,Float like a butterfly and sting like a bee.,Ali,6.7,447,Will Smith Jamie Foxx Jon Voight Mario Van Peebles Ron Silver,Michael Mann,28
265,0,Comedy Fantasy Family,,10588,cat brother sister relationship boredom chaos step father,en,The Cat in the Hat,18.251129,21-11-2003,0,82,Released,Don't mess with the hat.,The Cat in the Hat,4.9,366,Mike Myers Dakota Fanning Spencer Breslin Kelly Preston Alec Baldwin,Bo Welch,45
266,120000000,Action Science Fiction,,2048,suicide artificial intelligence man vs machine chicago based on novel,en,"I, Robot",95.914473,15-07-2004,347234916,115,Released,Laws are made to be broken.,"I, Robot",6.7,3793,Will Smith Bridget Moynahan Alan Tudyk James Cromwell Bruce Greenwood,Alex Proyas,10
267,130000000,Drama Action Adventure History War,http://www.kingdomofheavendvd.com/,1495,crusade epic knight swordsman order of the templars,en,Kingdom of Heaven,44.490453,03-05-2005,211643158,144,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.6,1157,Orlando Bloom Eva Green Jeremy Irons Marton Csokas Brendan Gleeson,Ridley Scott,25
268,133000000,Animation Fantasy Family Comedy,,10137,brother brother relationship based on novel cat mouse adoption,en,Stuart Little,30.475297,17-12-1999,300135367,84,Released,The Little Family Just Got Bigger,Stuart Little,5.8,959,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Nathan Lane,Rob Minkoff,41
269,105000000,Romance Family Animation Music,http://disney.go.com/disneypictures/princessandthefrog/,10198,based on novel voodoo kiss princess animation,en,The Princess and the Frog,62.479574,08-12-2009,267045765,97,Released,Every Love Story Begins With a Kiss...,The Princess and the Frog,6.7,1247,Anika Noni Rose Bruno Campos Keith David Michael-Leon Wooley Jennifer Cody,Ron Clements,48
270,108000000,Drama Adventure Science Fiction,http://www.foxmovies.com/movies/the-martian,286217,based on novel mars nasa isolation botanist,en,The Martian,167.93287,30-09-2015,630161890,NaN,Released,Bring Him Home,The Martian,7.6,7268,Matt Damon Jessica Chastain Kristen Wiig Jeff Daniels Michael Pe\u00f1a,Ridley Scott,5
271,126000000,Action Thriller Science Fiction Adventure,http://www.theisland-themovie.com/,1635,clone transplantation love of one's life dystopia genetics,en,The Island,37.68056,20-07-2005,162949164,136,Released,Your time will come...,The Island,6.5,1770,Ewan McGregor Scarlett Johansson Djimon Hounsou Sean Bean Steve Buscemi,Michael Bay,37
272,90000000,Comedy Romance,,24113,architect cellist friends anniversary,en,Town & Country,1.004579,27-04-2001,10372291,104,Released,There's no such thing as a small affair.,Town & Country,3.7,16,Warren Beatty Diane Keaton Goldie Hawn Garry Shandling Andie MacDowell,Peter Chelsom,34
273,90000000,Action Crime Thriller,,9679,brother brother relationship detective car race car thief blackmail,en,Gone in Sixty Seconds,52.995628,09-06-2000,237202299,118,Released,"Ice Cold, Hot Wired.",Gone in Sixty Seconds,6.1,1485,Nicolas Cage Angelina Jolie Giovanni Ribisi Delroy Lindo Will Patton,Dominic Sena,25
274,103000000,Action Drama Adventure,,98,rome gladiator arena senate roman empire,en,Gladiator,95.301296,01-05-2000,457640427,155,Released,A Hero Will Rise.,Gladiator,7.9,5439,Russell Crowe Joaquin Phoenix Connie Nielsen Oliver Reed Richard Harris,Ridley Scott,7
275,102000000,Action Thriller Science Fiction Mystery,,180,self-fulfilling prophecy washington d.c. evidence future hologram,en,Minority Report,65.948959,20-06-2002,358372926,145,Released,The system is perfect until it comes after you.,Minority Report,7.1,2608,Tom Cruise Colin Farrell Samantha Morton Max von Sydow Lois Smith,Steven Spielberg,37
276,100000000,Adventure Fantasy Family,,,flying car witch magic cutting the cord child hero,en,Harry Potter and the Chamber of Secrets,132.397737,13-11-2002,876688482,161,Released,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,7.4,5815,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Alan Rickman,Chris Columbus,44
277,150000000,Adventure Action Thriller,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),36557,italy poker casino terrorist banker,en,Casino Royale,88.935165,14-11-2006,599045960,144,Released,Everyone has a past. Every legend has a beginning.,Casino Royale,7.3,3855,Daniel Craig Eva Green Mads Mikkelsen Judi Dench Jeffrey Wright,Martin Campbell,11
278,100000000,Thriller Science Fiction Action Adventure,,869,gorilla space marine space suit revolution chimp,en,Planet of the Apes,51.188633,25-07-2001,362211740,119,Released,You'll be sorry you were ever born human,Planet of the Apes,5.6,1243,Mark Wahlberg Tim Roth Helena Bonham Carter Michael Clarke Duncan Kris Kristofferson,Tim Burton,11
279,100000000,Action Thriller Science Fiction,,280,cyborg shotgun post-apocalyptic dystopia moral ambiguity,en,Terminator 2: Judgment Day,101.74155,01-07-1991,520000000,137,Released,It's nothing personal.,Terminator 2: Judgment Day,7.7,4185,Arnold Schwarzenegger Linda Hamilton Robert Patrick Edward Furlong Michael Edwards,James Cameron,28
280,80000000,History Crime Drama,http://www.publicenemies.net/,11322,cinema hiding place machinegun prison guard escape from prison,en,Public Enemies,33.691694,01-07-2009,214104620,140,Released,America's Most Wanted.,Public Enemies,,1344,Christian Bale Johnny Depp Giovanni Ribisi Billy Crudup Marion Cotillard,Michael Mann,25
281,100000000,Drama Crime,http://www.americangangster.net/,4982,underdog black people drug traffic drug smuggle society,en,American Gangster,42.361215,02-11-2007,266465037,157,Released,There are two sides to the American dream,American Gangster,7.4,1502,Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin Lymari Nadal,Ridley Scott,36
282,115000000,Action Thriller,,36955,spy terrorist florida gun kidnapping,en,True Lies,38.729418,14-07-1994,378882411,141,Released,"When he said I do, he never said what he did.",True Lies,6.8,1116,Arnold Schwarzenegger Jamie Lee Curtis Tom Arnold Bill Paxton Tia Carrere,James Cameron,50
283,100000000,Thriller Drama Crime,http://www.sonypictures.com/movies/thetakingofpelham123/,18487,hostage new york city new york subway subway train stock market,en,The Taking of Pelham 1 2 3,40.597856,11-06-2009,150166126,106,Released,I can't get it out of my head. I'm gonna die today.,The Taking of Pelham 1 2 3,6.2,954,Denzel Washington John Travolta Luis Guzm\u00e1n Victor Gojcaj John Turturro,Tony Scott,43
284,100000000,Comedy Romance,http://www.littlefockers.net/,39451,nurse cat father-in-law vomit kids and family,en,Little Fockers,32.389353,21-12-2010,310650585,98,Released,"Kids bring everyone closer, right?",Little Fockers,5.4,1060,Robert De Niro Ben Stiller Owen Wilson Dustin Hoffman Barbra Streisand,Paul Weitz,3
285,100000000,Action Comedy Crime,http://www.theotherguys-movie.com/,27581,narration ceo fire truck shot in the shoulder zip line,en,The Other Guys,24.399642,06-08-2010,170432927,107,Released,When the cops are busy... Our only hope is...,The Other Guys,6.1,1383,Will Ferrell Mark Wahlberg Eva Mendes Samuel L. Jackson Dwayne Johnson,Adam McKay,29
286,100000000,Action Drama Mystery Thriller,http://www.warnerbros.com/eraser,9268,suicide ambush showdown hostage traitor,en,Eraser,24.507987,21-06-1996,242295562,115,Released,He will erase your past to protect your future.,Eraser,5.6,543,Arnold Schwarzenegger James Caan Vanessa Williams James Coburn Robert Pastorelli,Chuck Russell,27
287,100000000,Drama Western,http://unchainedmovie.com/,68718,bounty hunter hero plantation society friendship,en,Django Unchained,82.121691,25-12-2012,425368238,165,Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington Samuel L. Jackson,Quentin Tarantino,30
288,100000000,Drama Animation Family,,10545,paris based on novel judge obsession dance,en,The Hunchback of Notre Dame,46.727941,21-06-1996,100138851,91,Released,,The Hunchback of Notre Dame,6.8,1129,Tom Hulce Demi Moore Tony Jay Kevin Kline Paul Kandel,Gary Trousdale,43
289,100000000,Adventure Animation Comedy Family Fantasy,,11688,central and south america birthday emperor palace kingdom,en,The Emperor's New Groove,51.113717,09-12-2000,169327687,78,Released,It's All About.....ME!,The Emperor's New Groove,7.2,1490,David Spade John Goodman Eartha Kitt Patrick Warburton Wendie Malick,Mark Dindal,43
290,100000000,Action Adventure Thriller,http://theexpendables2film.com/,76163,airplane number in title airplane crash violence beard,en,The Expendables 2,53.732892,08-08-2012,312573423,103,Released,Back for War.,The Expendables 2,6.1,2896,Sylvester Stallone Jason Statham Dolph Lundgren Bruce Willis Arnold Schwarzenegger,Simon West,
291,100000000,Adventure Action Thriller Mystery,,2059,riddle treasure treasure hunt archaeologist archeology\u00a0,en,National Treasure,58.849256,19-11-2004,347451894,131,Released,The greatest adventure history has ever revealed.,National Treasure,6.4,1926,Nicolas Cage Diane Kruger Justin Bartha Sean Bean Jon Voight,Jon Turteltaub,46
292,100000000,Fantasy Action Adventure Family,http://www.eragonmovie.com/,2486,based on novel mythical creature dragon fantasy world teenage hero,en,Eragon,30.863434,14-12-2006,249288105,104,Released,"As darkness falls, the last dragon will choose its rider.",Eragon,,967,Ed Speleers Jeremy Irons Sienna Guillory Robert Carlyle Djimon Hounsou,Stefen Fangmeier,11
293,100000000,Family Fantasy,http://wherethewildthingsare.warnerbros.com/,16523,children's book igloo wolf costume swallowed whole hit with a rock,en,Where the Wild Things Are,31.586215,16-10-2009,100086793,101,Released,There's one in all of us.,Where the Wild Things Are,6.4,572,Max Records Catherine Keener Lauren Ambrose James Gandolfini Catherine O'Hara,Spike Jonze,10
294,100000000,Animation Adventure Family Fantasy,,,fantasy miniature people,en,Epic,36.711378,15-05-2013,268426634,102,Released,Discover a world beyond your imagination,Epic,6.4,1121,Josh Hutcherson Amanda Seyfried Colin Farrell Jason Sudeikis Aziz Ansari,Chris Wedge,13
295,100000000,Action Thriller Romance,http://thetourist-movie.com/,37710,paris hotel false identity undercover agent romance,en,The Tourist,41.426678,08-12-2010,278731369,103,Released,It all started when he met a woman,The Tourist,6,1699,Johnny Depp Angelina Jolie Paul Bettany Timothy Dalton Steven Berkoff,Florian Henckel von Donnersmarck,46
296,100000000,Action Fantasy Horror Mystery,http://www.end-of-days.com/,,christianity sex new year's eve pastor nudity,en,End of Days,20.652943,24-11-1999,211989043,121,Released,Prepare for the end.,End of Days,5.5,482,Arnold Schwarzenegger Gabriel Byrne Kevin Pollak Robin Tunney CCH Pounder,Peter Hyams,47
297,100000000,Drama Thriller Action,,1372,rebel journalist journalism loss of family slavery,en,Blood Diamond,52.792678,07-12-2006,170877916,143,Released,It will cost you everything.,Blood Diamond,7.3,2281,Leonardo DiCaprio Djimon Hounsou Jennifer Connelly Kagiso Kuypers Arnold Vosloo,Edward Zwick,17
299,100000000,Action Crime Fantasy,,414,riddle dc comics rose gotham city partner,en,Batman Forever,48.205606,31-05-1995,336529144,121,Released,"Courage now, truth always...",Batman Forever,5.2,1498,Val Kilmer Tommy Lee Jones Jim Carrey Nicole Kidman Chris O'Donnell,Joel Schumacher,6
300,105000000,Adventure Action Thriller Science Fiction,,563,moon asteroid space marine intelligence buenos aires,en,Starship Troopers,58.782359,06-11-1997,121214377,129,Released,The only good bug is a dead bug.,Starship Troopers,6.7,1560,Casper Van Dien Dina Meyer Denise Richards Jake Busey Neil Patrick Harris,Paul Verhoeven,12
301,102000000,Drama Science Fiction,http://cloudatlas.warnerbros.com/,83542,clone future dystopia ensemble cast duringcreditsstinger,en,Cloud Atlas,73.872343,26-10-2012,130482868,172,Released,Everything is Connected,Cloud Atlas,6.6,2977,Tom Hanks Halle Berry Jim Broadbent Hugo Weaving Jim Sturgess,Tom Tykwer,44
302,80000000,Animation Adventure Family Fantasy,http://legendoftheguardians.warnerbros.com/,41216,owl,en,Legend of the Guardians: The Owls of Ga'Hoole,37.321848,10-07-2010,140073390,97,Released,On his way to finding a legend...he will become one.,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,Emily Barclay Abbie Cornish Essie Davis Joel Edgerton Deborra-Lee Furness,Zack Snyder,34
303,100000000,Action Crime,,314,white russian sex dc comics beauty sexism,en,Catwoman,32.271938,22-07-2004,82102379,104,Released,CATch her in IMAX,Catwoman,4.2,808,Halle Berry Benjamin Bratt Sharon Stone Lambert Wilson Frances Conroy,Pitof,36
304,100000000,Action Adventure,,184315,mercenary battle ancient greece hercules warrior,en,Hercules,76.842247,23-07-2014,243400000,99,Released,"Before he was a legend, he was a man.",Hercules,5.6,1680,Dwayne Johnson Ian McShane John Hurt Rufus Sewell Aksel Hennie,Brett Ratner,36
305,140000000,Adventure Animation Family Fantasy Science Fiction,,9016,cyborg based on novel space marine mutiny loss of father,en,Treasure Planet,38.924136,26-11-2002,109578115,95,Released,Find your place in the universe.,Treasure Planet,7.2,948,Joseph Gordon-Levitt Brian Murray David Hyde Pierce Emma Thompson Michael Wincott,Ron Clements,40
306,100000000,Adventure Comedy Science Fiction,,18162,alien life-form dinosaur primate duringcreditsstinger,en,Land of the Lost,19.38841,05-06-2009,68688831,102,Released,Right place. Wrong time.,Land of the Lost,5.3,381,Will Ferrell Anna Friel Danny McBride Jorma Taccone Matt Lauer,Brad Silberling,
307,90000000,Action Adventure Thriller,http://theexpendables3film.com/,138103,cia arms dealer sequel rescue mission hospital,en,The Expendables 3,61.025639,04-08-2014,206172544,127,Released,New team. New attitude. New mission.,The Expendables 3,6.1,1795,Sylvester Stallone Jason Statham Harrison Ford Arnold Schwarzenegger Mel Gibson,Patrick Hughes,
308,105000000,Action Crime Thriller,https://www.facebook.com/PointBreakMovie,257088,undercover undercover agent extreme sports fbi agent 3d,en,Point Break,33.507289,03-12-2015,133718711,114,Released,The only law that matters is gravity,Point Break,5.5,783,Edgar Ram\u00edrez Luke Bracey Teresa Palmer Delroy Lindo Ray Winstone,Ericson Core,26
309,84000000,Fantasy Comedy Family Adventure,,10214,baby mask viking,en,Son of the Mask,17.815595,18-02-2005,0,94,Released,Who's next?,Son of the Mask,3.6,338,Jamie Kennedy Alan Cumming Traylor Howard Kal Penn Steven Wright,Lawrence Guterman,6
310,100000000,Thriller Drama Adventure Action History,http://www.intheheartoftheseamovie.com/,205775,suicide ocean sea hunger shipwreck,en,In the Heart of the Sea,50.767332,20-11-2015,93820758,122,Released,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276,Chris Hemsworth Benjamin Walker Cillian Murphy Brendan Gleeson Ben Whishaw,Ron Howard,34
311,100000000,Action Comedy Science Fiction,,11692,moon casino bar nightclub future,en,The Adventures of Pluto Nash,12.092241,15-08-2002,7103973,95,Released,Action's future has arrived...,The Adventures of Pluto Nash,4.4,142,Eddie Murphy Randy Quaid Rosario Dawson Joe Pantoliano Jay Mohr,Ron Underwood,12
312,100000000,War Action Adventure Drama Thriller,http://www.greenzonemovie.com/,22972,weapon of mass destruction baghdad iraqi\u00a0,en,Green Zone,30.254021,11-03-2010,94882889,115,Released,Chief Warrant Officer Roy Miller is done following orders,Green Zone,6.4,717,Matt Damon Greg Kinnear Brendan Gleeson Amy Ryan Jason Isaacs,Paul Greengrass,3
313,99000000,Animation,http://www.peanutsmovie.com/,227973,based on comic strip family 3d charlie brown snoopy,en,The Peanuts Movie,34.308098,05-11-2015,246233113,88,Released,The story of an underdog. And his dog.,The Peanuts Movie,6.5,604,Noah Schnapp Bill Melendez Venus Schultheis Hadley Belle Miller Madisyn Shipman,Steve Martino,2
314,10000000,Crime Drama Mystery Thriller,,29193,dialogue confidence invention independent film,en,The Spanish Prisoner,3.091077,08-09-1997,13835130,110,Released,It's the oldest con in the book.,The Spanish Prisoner,7.1,73,Steve Martin Campbell Scott Ben Gazzara Rebecca Pidgeon Ricky Jay,David Mamet,47
315,98000000,Adventure Action Fantasy,,1734,son ancient egypt bracelet,en,The Mummy Returns,41.862983,28-04-2001,433013274,130,Released,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,6,2206,Brendan Fraser Rachel Weisz John Hannah Arnold Vosloo Oded Fehr,Stephen Sommers,48
316,100000000,Drama History Crime,http://video.movies.go.com/gangsofnewyork/,,fire irish-american immigrant gang war pickpocket,en,Gangs of New York,46.160048,14-12-2002,193772504,167,Released,America was born in the streets.,Gangs of New York,7.1,1910,Leonardo DiCaprio Daniel Day-Lewis Cameron Diaz Liam Neeson Brendan Gleeson,Martin Scorsese,25
317,94000000,Drama History War,http://www.theflowersofwarmovie.com/,76758,forced prostitution child rape,zh,é‡‘é™µåä¸‰é‡µ,12.516546,15-12-2011,95311434,145,Released,,The Flowers of War,7.1,187,Christian Bale Ni Ni Tong Dawei Zhang Xinyi Shigeo Kobayashi,Zhang Yimou,5
318,85000000,Animation Comedy Family,http://www.sonypictures.com/homevideo/surfsup/,9408,sea world cup surfer wave surfboard,en,Surf's Up,23.230851,08-06-2007,149044513,85,Released,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,5.9,601,Shia LaBeouf Jeff Bridges Zooey Deschanel Jon Heder James Woods,Ash Brannon,42
319,90000000,Action Comedy Science Fiction,,9890,android housewife transformation,en,The Stepford Wives,19.224754,10-06-2004,102000000,93,Released,The wives of Stepford have a secret.,The Stepford Wives,5.4,334,Nicole Kidman Matthew Broderick Bette Midler Glenn Close Christopher Walken,Frank Oz,8
320,92000000,Action History War,,855,prisoners of war wound somalia warlord famine,en,Black Hawk Down,44.455166,28-12-2001,172989651,144,Released,Leave No Man Behind.,Black Hawk Down,7.2,1811,Josh Hartnett Ewan McGregor Jason Isaacs Tom Sizemore William Fichtner,Ridley Scott,17
321,0,Comedy,,77953,politics politician election campaign \u00a0north carolinam congressman,en,The Campaign,16.460356,09-08-2012,104907746,85,Released,May The Best Loser Win.,The Campaign,5.6,578,Will Ferrell Zach Galifianakis Dylan McDermott Jason Sudeikis Sarah Baker,Jay Roach,11
322,90000000,Adventure Fantasy Action Thriller Science Fiction,,18,clone taxi cyborg egypt future,en,The Fifth Element,109.528572,07-05-1997,263920180,126,Released,There is no future without it.,The Fifth Element,7.3,3885,Bruce Willis Gary Oldman Ian Holm Milla Jovovich Chris Tucker,Luc Besson,44
323,100000000,Comedy Drama Romance,http://www.sexandthecitymovie.com/,37786,,,Sex and the City 2,18.325897,26-05-2010,288347692,146,Released,Carrie on.,Sex and the City 2,5.4,426,Sarah Jessica Parker Kristin Davis Cynthia Nixon Kim Cattrall Chris Noth,Michael Patrick King,40
324,95000000,Adventure Animation Comedy Family,,10501,gold horse sword fight,en,The Road to El Dorado,37.054554,31-03-2000,76432727,89,Released,They came for the gold... they stayed for the adventure.,The Road to El Dorado,7,858,Kenneth Branagh Kevin Kline Rosie Perez Armand Assante Edward James Olmos,Don Michael Paul,3
325,95000000,Animation Comedy Adventure Family,http://www.iceagemovies.com/films/ice-age-continental-drift,57800,blue footed booby prehistoric times melting ice badger elephant seal,en,Ice Age: Continental Drift,65.229868,26-06-2012,877244782,88,Released,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",Ice Age: Continental Drift,6.2,2672,John Leguizamo Ray Romano Chris Wedge Denis Leary Seann William Scott,Steve Martino,35
326,95000000,Romance Fantasy Family Drama,http://movies.disney.com/cinderella,150689,cinderella magic prince fairy tale kingdom,en,Cinderella,101.187052,12-03-2015,543514353,105,Released,Midnight is just the beginning.,Cinderella,6.7,2374,Lily James Cate Blanchett Richard Madden Helena Bonham Carter Stellan Skarsg\u00e5rd,Kenneth Branagh,12
327,65000000,Fantasy Drama,http://www.lovelybones.com,7980,rape 1970s evidence tree afterlife,en,The Lovely Bones,29.257137,26-12-2009,93525586,136,Released,The story of a life and everything that came after...,The Lovely Bones,6.6,1065,Rachel Weisz Mark Wahlberg Susan Sarandon Saoirse Ronan Stanley Tucci,Peter Jackson,30
328,94000000,Animation Family,http://movies.disney.com/finding-nemo,12,father son relationship harbor underwater fish tank great barrier reef,en,Finding Nemo,85.688789,30-05-2003,940335536,100,Released,"There are 3.7 trillion fish in the ocean, they're looking for one.",Finding Nemo,7.6,6122,Albert Brooks Ellen DeGeneres Alexander Gould Willem Dafoe Brad Garrett,Andrew Stanton,22
329,94000000,Adventure Fantasy Action,http://www.lordoftherings.net,122,elves orcs middle-earth (tolkien) based on novel suspicion,en,The Lord of the Rings: The Return of the King,123.630332,01-12-2003,1118888979,201,Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8064,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,12
330,79000000,Adventure Fantasy Action,http://www.lordoftherings.net/,121,elves orcs middle-earth (tolkien) hobbit based on novel,en,The Lord of the Rings: The Two Towers,106.914973,18-12-2002,926287400,179,Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8,7487,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,28
331,95000000,Adventure Fantasy,http://www.seventhsonmovie.com/,68737,magic chosen one dark fantasy witch hunter evil witch,en,Seventh Son,63.628459,12-12-2014,114178613,102,Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957,Jeff Bridges Julianne Moore Ben Barnes Alicia Vikander Kit Harington,Sergei Bodrov,9
332,115000000,Adventure Fantasy Action Thriller,,1995,treasure buddhist monk planetary configuration angkor wat illuminati,en,Lara Croft: Tomb Raider,41.498631,11-06-2001,274703340,100,Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,Lara Croft: Tomb Raider,5.7,2192,Angelina Jolie Jon Voight Iain Glen Noah Taylor Daniel Craig,Simon West,37
333,100000000,Thriller Science Fiction Drama Mystery,,157353,artificial intelligence technology nanotechnology computer virus super computer,en,Transcendence,58.991388,16-04-2014,103039258,119,Released,"Yesterday, Dr. Will Caster was only human...",Transcendence,5.9,2295,Johnny Depp Paul Bettany Rebecca Hall Kate Mara Morgan Freeman,Wally Pfister,24
334,93000000,Adventure Action Thriller Science Fiction,,331,exotic island dna paleontology tyrannosaurus rex velociraptor,en,Jurassic Park III,1.859364,18-07-2001,368780809,92,Released,"This time, it's not just a walk in the park!",Jurassic Park III,5.7,2077,Sam Neill William H. Macy T\u00e9a Leoni Trevor Morgan Alessandro Nivola,Joe Johnston,9
335,93000000,Thriller Action Drama Science Fiction,http://www.apeswillrise.com/,61791,intelligence zoo cage dystopia golden gate bridge,en,Rise of the Planet of the Apes,138.433168,03-08-2011,482860185,105,Released,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7,4347,James Franco Freida Pinto John Lithgow Brian Cox Tom Felton,Rupert Wyatt,7
336,90000000,Adventure Family Fantasy,,8204,brother sister relationship family relationships single mother alternate reality mother child relationship,en,The Spiderwick Chronicles,21.436682,14-02-2008,162839667,95,Released,Their World Is Closer Than You Think.,The Spiderwick Chronicles,6.3,572,Freddie Highmore Mary-Louise Parker Nick Nolte Sarah Bolger Andrew McCarthy,Mark Waters,32
